N,Iteration,Molecule,RMSD
1,9,mol29,5.142058735221779
1,9,mol30,5.572873386623217
1,9,mol31,1.163359382886475
1,9,mol32,6.355027457735445
1,9,mol34,0.8753758798830826
1,9,mol35,3.383034738476555
1,9,mol36,3.241481381158929
1,9,mol37,4.852519058534185
1,9,mol38,3.1640577326361394
1,9,mol39,1.0581342064218506
1,9,mol40,0.8005853205623998
1,9,mol41,3.435247453521082
1,9,mol43,2.4204558310367905
1,9,mol44,0.8020103137918932
1,9,mol45,2.5924191963769263
1,9,mol46,4.600357964473018
1,9,mol57,4.295402150824494
1,10,mol0,0.8360763283038216
1,10,mol1,2.475457794883605
1,10,mol2,3.158850496136916
1,10,mol3,1.672297059153682
1,10,mol4,1.9268926229998984
1,10,mol5,2.068502642143721
1,10,mol6,3.199123251395457
1,10,mol7,2.641306499632332
1,10,mol8,0.6920926271615878
1,10,mol9,1.50173699888147
1,10,mol10,5.17070136069282
1,10,mol11,3.855475936941291
1,10,mol12,3.3214148932730185
1,10,mol13,2.2414578290729
1,10,mol14,1.1368899878616223
1,10,mol15,0.872678055726949
1,10,mol16,0.564538522763691
1,10,mol17,1.898873692601629
1,10,mol18,0.9116068445978496
1,10,mol19,4.142357096834157
1,10,mol20,0.6936389018457993
1,10,mol21,1.2605229879123805
1,10,mol23,0.8962857956589516
1,10,mol24,7.318709580360917
1,10,mol25,9.903489235137677
1,10,mol26,5.2266544191626965
1,10,mol27,1.975725388069532
1,10,mol28,1.9521409655069808
1,10,mol29,5.062804573379788
1,10,mol30,3.898684149100109
1,10,mol31,1.170968297499979
1,10,mol32,5.279941278894248
1,10,mol34,1.0177885386756225
1,10,mol35,4.718461262447472
1,10,mol36,2.1606372486838232
1,10,mol37,4.775878512869386
1,10,mol38,3.0790829315058907
1,10,mol39,1.0581342064218506
1,10,mol40,2.7849336734471795
1,10,mol41,2.98683205905092
1,10,mol43,1.0334237272290587
1,10,mol44,2.822311632180766
1,10,mol45,0.7269649993338124
1,10,mol46,4.568307265526046
1,10,mol57,4.282928284614844
1,11,mol0,2.632182082749976
1,11,mol1,2.968830367206924
1,11,mol2,2.614172189187664
1,11,mol3,1.2711703290296723
1,11,mol4,1.6479455982699016
1,11,mol5,1.7317040684122549
1,11,mol6,0.8939627916513878
1,11,mol7,1.0611701460398106
1,11,mol8,0.6899926285320527
1,11,mol9,1.5049056146641289
1,11,mol10,5.196837054146775
1,11,mol11,2.6693954197533194
1,11,mol12,4.060401469467744
1,11,mol13,6.503956226377461
1,11,mol14,1.1191753837089162
1,11,mol15,0.9565593246521344
1,11,mol16,0.5127879078342745
1,11,mol17,1.9004997167013251
1,11,mol18,5.992158563563079
1,11,mol19,2.567659705616411
1,11,mol20,3.0435365820298346
1,11,mol21,1.322963614495039
1,11,mol23,3.696183852637745
1,11,mol24,3.857743337827901
1,11,mol25,9.01281806671246
1,11,mol26,5.129752108991806
1,11,mol27,5.686965876265876
1,11,mol28,1.0022081314199216
1,11,mol29,5.1543830955114425
1,11,mol30,1.1800621123012505
1,11,mol31,3.278470489229696
1,11,mol32,5.320640557032852
1,11,mol34,0.8401598536765069
1,11,mol35,4.926796080177479
1,11,mol36,3.241539097465893
1,11,mol37,1.034866202553499
1,11,mol38,3.0808190954827106
1,11,mol39,1.059037751357335
1,11,mol40,3.132126120624775
1,11,mol41,1.569155448248908
1,11,mol43,5.811746772700959
1,11,mol44,5.20336164092846
1,11,mol45,0.7348072990020353
1,11,mol46,5.300802448808136
1,11,mol57,4.2910893290183765
1,12,mol0,2.710248408679544
1,12,mol1,2.4713091286300064
1,12,mol2,4.418661164909318
1,12,mol3,1.286980755436873
1,12,mol4,1.930528467396576
1,12,mol5,2.610491543219825
1,12,mol6,3.129164701641637
1,12,mol7,1.0611701460398106
1,12,mol8,5.09489852123811
1,12,mol9,1.4947315651663884
1,12,mol10,5.196837054146775
1,12,mol11,1.9924458972997652
1,12,mol12,1.976470830652101
1,12,mol13,2.2477545064938504
1,12,mol14,7.224098390768222
1,12,mol15,0.8926212608173512
1,12,mol16,5.467798701825461
1,12,mol17,1.4941522316563451
1,12,mol18,5.620843999138125
1,12,mol19,1.4370993175356874
1,12,mol20,1.5025931134593238
1,12,mol21,5.02129944201587
1,12,mol23,2.5084300254342358
1,12,mol24,3.8421271126089054
1,12,mol25,9.901413054673975
1,12,mol26,5.413384236669659
1,12,mol27,0.9322599437992068
1,12,mol28,0.966253193226834
1,12,mol29,0.8988490424851496
1,12,mol30,1.5471364731873742
1,12,mol31,1.170968297499979
1,12,mol32,5.320640557032852
1,12,mol34,0.8753758798830826
1,12,mol35,4.5219076186167655
1,12,mol36,3.729389850417894
1,12,mol37,4.867511447822953
1,12,mol38,3.0768598956196773
1,12,mol39,1.0589442321482276
1,12,mol40,3.0693311413889512
1,12,mol41,1.4999055065108398
1,12,mol43,3.3418470933003497
1,12,mol44,1.116380214545462
1,12,mol45,0.7194747710335967
1,12,mol46,4.5600978535058205
1,12,mol57,1.664714914031829
1,13,mol0,3.14692774174273
1,13,mol1,2.4713091286300064
1,13,mol2,3.138285399926031
1,13,mol3,0.8436592561813925
1,13,mol4,1.9323726579370908
1,13,mol5,1.5479340900769067
1,13,mol6,0.8431187096556622
1,13,mol7,3.1515227018672447
1,13,mol8,0.6935865866226489
1,13,mol9,1.5034500528546235
1,13,mol10,5.829475946807892
1,13,mol11,2.669432435368987
1,13,mol12,1.4092094469413825
1,13,mol13,1.34787007389346
1,13,mol14,1.118115166027185
1,13,mol15,0.9753858316206544
1,13,mol16,1.469816494632829
1,13,mol17,2.219356686171591
1,13,mol18,5.20479535487962
1,13,mol19,1.4425240493929112
1,13,mol20,1.086522917029719
1,13,mol21,6.814143145999112
1,13,mol23,2.3424855607879422
1,13,mol24,7.423394906906737
1,13,mol25,9.88302428588364
1,13,mol26,5.213021260690557
1,13,mol27,4.908992062054339
1,13,mol28,1.1680441825412349
1,13,mol29,3.681830202015105
1,13,mol30,1.500748409590658
1,13,mol31,3.278470489229696
1,13,mol32,1.5863332076566654
1,13,mol34,0.7882518230150096
1,13,mol35,4.969000467069723
1,13,mol36,3.727847847807096
1,13,mol37,1.034866202553499
1,13,mol38,3.0787025483000288
1,13,mol39,1.0593807732822034
1,13,mol40,3.06128728895215
1,13,mol41,3.435247453521082
1,13,mol43,2.3441367600888814
1,13,mol44,0.8568449137887871
1,13,mol45,0.7309732904026324
1,13,mol46,4.608491363391237
1,13,mol57,4.2873064090405295
1,14,mol0,0.8915981279421804
1,14,mol1,2.4713091286300064
1,14,mol2,2.6161665681871247
1,14,mol3,1.672297059153682
1,14,mol4,6.299796669099727
1,14,mol5,1.6125279299906716
1,14,mol6,0.8431187096556622
1,14,mol7,3.279973447652845
1,14,mol8,5.119969442877565
1,14,mol9,1.5010961818427415
1,14,mol10,2.306799424527413
1,14,mol11,2.1528895018091383
1,14,mol12,2.7396138236178724
1,14,mol13,2.288458413803344
1,14,mol14,5.80339876188945
1,14,mol15,0.6450533592779666
1,14,mol16,1.469816494632829
1,14,mol17,2.2099895722707505
1,14,mol18,0.9378397600807056
1,14,mol19,1.4371788425191256
1,14,mol20,0.7236551190187571
1,14,mol21,6.685588876892845
1,14,mol23,2.3424855607879422
1,14,mol24,7.186783181221546
1,14,mol25,9.002923530110895
1,14,mol26,5.124113217368619
1,14,mol27,0.7128925780315712
1,14,mol28,0.9794979792300696
1,14,mol29,5.1045052443318895
1,14,mol30,4.358870926054132
1,14,mol31,2.111246156598041
1,14,mol32,1.1908251352978505
1,14,mol34,2.559615528825649
1,14,mol35,4.841051903119368
1,14,mol36,3.241539097465893
1,14,mol37,4.843498146452366
1,14,mol38,3.0788504376264734
1,14,mol39,1.059037751357335
1,14,mol40,3.0693311413889512
1,14,mol41,1.8018979652520528
1,14,mol43,2.5963807656043056
1,14,mol44,0.812753074784358
1,14,mol45,1.6886493578733728
1,14,mol46,1.153013021217356
1,14,mol57,4.326918112547579
1,15,mol0,0.8915981279421804
1,15,mol1,2.4682110270902693
1,15,mol2,3.234404550428616
1,15,mol3,2.758604124102172
1,15,mol4,1.9323726579370908
1,15,mol5,1.5362309116434574
1,15,mol6,3.1974828398214084
1,15,mol7,1.2741581028874895
1,15,mol8,0.6920926271615878
1,15,mol9,1.5010961818427415
1,15,mol10,5.264440419651344
1,15,mol11,2.218532166471036
1,15,mol12,2.7396138236178724
1,15,mol13,2.1964420518914385
1,15,mol14,7.224098390768222
1,15,mol15,0.963803105301842
1,15,mol16,5.432231050963558
1,15,mol17,1.9041339383037104
1,15,mol18,5.610668014463999
1,15,mol19,4.142357096834157
1,15,mol20,0.6936389018457993
1,15,mol21,6.660009002976064
1,15,mol23,5.969002717581891
1,15,mol24,3.857743337827901
1,15,mol25,9.91697238988328
1,15,mol26,6.02946369771465
1,15,mol27,0.6864439136320606
1,15,mol28,1.1533042994393383
1,15,mol29,0.8988104596370368
1,15,mol30,1.5471364731873742
1,15,mol31,6.292271822938835
1,15,mol32,6.035185789068257
1,15,mol34,1.0180895018532428
1,15,mol35,3.383034738476555
1,15,mol36,2.160446403963774
1,15,mol37,4.855611462621108
1,15,mol38,3.0929117127275507
1,15,mol39,1.0587114879890551
1,15,mol40,3.069552189733871
1,15,mol41,1.8222643789865065
1,15,mol43,2.5963807656043056
1,15,mol44,5.20336164092846
1,15,mol45,0.7269649993338124
1,15,mol46,4.574978770407292
1,15,mol57,0.9150179353013124
1,16,mol0,2.0453346136390493
1,16,mol1,1.5267739941622014
1,16,mol2,3.234404550428616
1,16,mol3,1.2695808991393414
1,16,mol4,2.1855693440644446
1,16,mol5,1.5362309116434574
1,16,mol6,3.1974828398214084
1,16,mol7,2.6184172939010315
1,16,mol8,0.6899926285320527
1,16,mol9,1.4947315651663884
1,16,mol10,5.225466280038895
1,16,mol11,2.187324836491675
1,16,mol12,2.2648355421069093
1,16,mol13,1.34787007389346
1,16,mol14,1.1368899878616223
1,16,mol15,0.6450533592779666
1,16,mol16,0.8437298654127835
1,16,mol17,1.898873692601629
1,16,mol18,0.913780143624468
1,16,mol19,1.4369267694525114
1,16,mol20,0.6990576426106131
1,16,mol21,1.2288870654873956
1,16,mol23,0.9496666823154322
1,16,mol24,7.390005818258121
1,16,mol25,9.916939693481368
1,16,mol26,5.2266544191626965
1,16,mol27,0.6888832015026204
1,16,mol28,1.001871391972359
1,16,mol29,0.8988104596370368
1,16,mol30,4.36458987509454
1,16,mol31,2.0979243846597524
1,16,mol32,1.673577405269494
1,16,mol34,1.0191576443583463
1,16,mol35,3.627539826048119
1,16,mol36,3.0768645131692103
1,16,mol37,0.7359083466624767
1,16,mol38,3.078637238218471
1,16,mol39,1.0583679127789165
1,16,mol40,3.069552189733871
1,16,mol41,1.8027605726517577
1,16,mol43,1.0334237272290587
1,16,mol44,0.8568449137887871
1,16,mol45,0.7275081724803102
1,16,mol46,4.535619378836524
1,16,mol57,1.664714914031829
1,17,mol0,1.734152356844692
1,17,mol1,3.005058887817341
1,17,mol2,3.106031878324281
1,17,mol3,0.8023170398492308
1,17,mol4,1.9472797797367047
1,17,mol5,1.7228748479406937
1,17,mol6,3.266019948106345
1,17,mol7,3.221345982719741
1,17,mol8,0.6833338435305879
1,17,mol9,1.50173699888147
1,17,mol10,0.7049871815689066
1,17,mol11,2.195568292492857
1,17,mol12,1.5331723519218818
1,17,mol13,2.2218130016151987
1,17,mol14,1.174715178032531
1,17,mol15,0.9753858316206544
1,17,mol16,0.790506883687862
1,17,mol17,2.219356686171591
1,17,mol18,5.206750496541514
1,17,mol19,1.3901266497365237
1,17,mol20,0.7236551190187571
1,17,mol21,1.2605229879123805
1,17,mol23,0.8066063677531936
1,17,mol24,7.291498209444568
1,17,mol25,9.901413054673975
1,17,mol26,2.550363682197225
1,17,mol27,1.975725388069532
1,17,mol28,5.492206612603564
1,17,mol29,5.110589527522586
1,17,mol30,5.570220877826818
1,17,mol31,1.1501356262415317
1,17,mol32,1.6393937973705837
1,17,mol34,0.739848886141166
1,17,mol35,4.718461262447472
1,17,mol36,3.24153597919258
1,17,mol37,0.7359083466624767
1,17,mol38,3.0929117127275507
1,17,mol39,1.056304883449849
1,17,mol40,2.960955448077529
1,17,mol41,1.569155448248908
1,17,mol43,2.430207331690035
1,17,mol44,5.160944062641475
1,17,mol45,1.5327914814615282
1,17,mol46,1.0763356150053904
1,17,mol57,4.326918112547579
1,18,mol0,1.734152356844692
1,18,mol1,2.968830367206924
1,18,mol2,3.106031878324281
1,18,mol3,1.149883058684077
1,18,mol4,1.9314847532403672
1,18,mol5,2.068502642143721
1,18,mol6,0.8973876035205643
1,18,mol7,0.8832951473362074
1,18,mol8,0.6899926285320527
1,18,mol9,2.7958140401576883
1,18,mol10,6.070855904599594
1,18,mol11,2.639896577582791
1,18,mol12,1.6108737381410618
1,18,mol13,2.2477545064938504
1,18,mol14,1.647783618834706
1,18,mol15,0.9847282844574567
1,18,mol16,2.4908830143249667
1,18,mol17,2.1751497274482463
1,18,mol18,5.634391100590351
1,18,mol19,2.567659705616411
1,18,mol20,0.7259271228520859
1,18,mol21,6.809018290942454
1,18,mol23,0.8450990607615184
1,18,mol24,7.298922752670044
1,18,mol25,9.92120914622662
1,18,mol26,5.213021260690557
1,18,mol27,0.6886701426027556
1,18,mol28,1.3133036253541763
1,18,mol29,5.099337788149267
1,18,mol30,5.570220877826818
1,18,mol31,3.3218467241505896
1,18,mol32,6.035185789068257
1,18,mol34,1.0180895018532428
1,18,mol35,3.383034738476555
1,18,mol36,3.241481381158929
1,18,mol37,0.7650584134152763
